indice_tiempo,medio_de_transporte,pais,balanza
2025-01-01,Fluvial/Marítima,Brasil,-3264
2025-01-01,Fluvial/Marítima,Chile,1485
2025-01-01,Fluvial/Marítima,Paraguay,-15361
2025-01-01,Fluvial/Marítima,Uruguay,-99054
2025-01-01,Fluvial/Marítima,EE.UU. y Canadá,21950
2025-01-01,Fluvial/Marítima,Resto de América,8194
2025-01-01,Fluvial/Marítima,Europa,18216
2025-01-01,Fluvial/Marítima,Resto del mundo,7335
2025-01-01,Terrestre,Bolivia,-31967
2025-01-01,Terrestre,Brasil,-357679
2025-01-01,Terrestre,Chile,-334822
2025-01-01,Terrestre,Paraguay,-166061
2025-01-01,Terrestre,Uruguay,-150557
2025-01-01,Terrestre,EE.UU. y Canadá,12811
2025-01-01,Terrestre,Resto de América,11702
2025-01-01,Terrestre,Europa,35223
2025-01-01,Terrestre,Resto del mundo,12558
2025-02-01,Aérea,Bolivia,-1791
2025-02-01,Aérea,Brasil,-185498
2025-02-01,Aérea,Chile,-5454
2025-02-01,Aérea,Paraguay,-1453
2025-02-01,Aérea,Uruguay,-6862
2025-02-01,Aérea,EE.UU. y Canadá,-27459
2025-02-01,Aérea,Resto de América,-84631
2025-02-01,Aérea,Europa,-4584
2025-02-01,Aérea,Resto del mundo,403
2025-02-01,Fluvial/Marítima,Bolivia,-4968
2025-02-01,Fluvial/Marítima,Brasil,-15669
2025-02-01,Fluvial/Marítima,Chile,3113
2025-02-01,Fluvial/Marítima,Paraguay,-5713
2025-02-01,Fluvial/Marítima,Uruguay,-90328
2025-02-01,Fluvial/Marítima,EE.UU. y Canadá,22965
2025-02-01,Fluvial/Marítima,Resto de América,6398
2025-02-01,Fluvial/Marítima,Europa,19677
2025-02-01,Fluvial/Marítima,Resto del mundo,5619
2025-02-01,Terrestre,Bolivia,-37857
2025-02-01,Terrestre,Brasil,-443400
2025-02-01,Terrestre,Chile,-247130
2025-02-01,Terrestre,Paraguay,-97091
2025-02-01,Terrestre,Uruguay,-155430
2025-02-01,Terrestre,EE.UU. y Canadá,10936
2025-02-01,Terrestre,Resto de América,7388
2025-02-01,Terrestre,Europa,31957
2025-02-01,Terrestre,Resto del mundo,11369
2025-03-01,Aérea,Bolivia,-1540
2025-03-01,Aérea,Brasil,-141119
2025-03-01,Aérea,Chile,-11285
2025-03-01,Aérea,Paraguay,-1761
2025-03-01,Aérea,Uruguay,-2208
2025-03-01,Aérea,EE.UU. y Canadá,-19108
2025-03-01,Aérea,Resto de América,-72557
2025-03-01,Aérea,Europa,13833
2025-03-01,Aérea,Resto del mundo,303
2025-03-01,Fluvial/Marítima,Bolivia,-4972
2025-03-01,Fluvial/Marítima,Brasil,-13873
2025-03-01,Fluvial/Marítima,Chile,1237
2025-03-01,Fluvial/Marítima,Paraguay,-3210
2025-03-01,Fluvial/Marítima,Uruguay,-56930
2025-03-01,Fluvial/Marítima,EE.UU. y Canadá,18961
2025-03-01,Fluvial/Marítima,Resto de América,7357
2025-03-01,Fluvial/Marítima,Europa,13407
2025-03-01,Fluvial/Marítima,Resto del mundo,4644
2025-03-01,Terrestre,Bolivia,-39843
2025-03-01,Terrestre,Brasil,-200668
2025-03-01,Terrestre,Chile,-219931
2025-03-01,Terrestre,Paraguay,-64202
2025-03-01,Terrestre,Uruguay,-73620
2025-03-01,Terrestre,EE.UU. y Canadá,11612
2025-03-01,Terrestre,Resto de América,6493
2025-03-01,Terrestre,Europa,29009
2025-03-01,Terrestre,Resto del mundo,9357
2025-04-01,Aérea,Bolivia,-659
2025-04-01,Aérea,Brasil,-80184
2025-04-01,Aérea,Chile,-15982
2025-04-01,Aérea,Paraguay,-388
2025-04-01,Aérea,Uruguay,-190
2025-04-01,Aérea,EE.UU. y Canadá,-25204
2025-04-01,Aérea,Resto de América,-44749
2025-04-01,Aérea,Europa,-8064
2025-04-01,Aérea,Resto del mundo,-1918
2025-04-01,Fluvial/Marítima,Bolivia,-2238
2025-04-01,Fluvial/Marítima,Brasil,-721
2025-04-01,Fluvial/Marítima,Chile,800
2025-04-01,Fluvial/Marítima,Paraguay,-3804
2025-04-01,Fluvial/Marítima,Uruguay,-12422
2025-04-01,Fluvial/Marítima,EE.UU. y Canadá,2597
2025-04-01,Fluvial/Marítima,Resto de América,6709
2025-04-01,Fluvial/Marítima,Europa,6384
2025-04-01,Fluvial/Marítima,Resto del mundo,1995
2025-04-01,Terrestre,Bolivia,-13258
2025-04-01,Terrestre,Brasil,-73981
2025-04-01,Terrestre,Chile,-147475
2025-04-01,Terrestre,Paraguay,-56440
2025-04-01,Terrestre,Uruguay,-4316
2025-04-01,Terrestre,EE.UU. y Canadá,5061
2025-04-01,Terrestre,Resto de América,7261
2025-04-01,Terrestre,Europa,19725
2025-04-01,Terrestre,Resto del mundo,5426
2025-05-01,Aérea,Bolivia,-842
2025-05-01,Aérea,Brasil,-40447
2025-05-01,Aérea,Chile,-15500
2025-05-01,Aérea,Paraguay,-1505
2025-05-01,Aérea,Uruguay,-675
2025-05-01,Aérea,EE.UU. y Canadá,-42132
2025-05-01,Aérea,Resto de América,-56274
2025-05-01,Aérea,Europa,-57982
2025-05-01,Aérea,Resto del mundo,-5160
2025-05-01,Fluvial/Marítima,Bolivia,-3054
2025-05-01,Fluvial/Marítima,Brasil,1771
2025-05-01,Fluvial/Marítima,Chile,727
2025-05-01,Fluvial/Marítima,Paraguay,-3444
2025-05-01,Fluvial/Marítima,Uruguay,-17351
2025-05-01,Fluvial/Marítima,EE.UU. y Canadá,2320
2025-05-01,Fluvial/Marítima,Resto de América,5763
2025-05-01,Fluvial/Marítima,Europa,2954
2025-05-01,Fluvial/Marítima,Resto del mundo,1270
2025-05-01,Terrestre,Bolivia,-14876
2025-05-01,Terrestre,Brasil,-32329
2025-05-01,Terrestre,Chile,-107841
2025-05-01,Terrestre,Paraguay,-50826
2025-05-01,Terrestre,Uruguay,-5736
2025-05-01,Terrestre,EE.UU. y Canadá,2864
2025-05-01,Terrestre,Resto de América,5784
2025-05-01,Terrestre,Europa,9009
2025-05-01,Terrestre,Resto del mundo,2587
2025-06-01,Aérea,Bolivia,-1560
2025-06-01,Aérea,Brasil,-13897
2025-06-01,Aérea,Chile,-13364
2025-06-01,Aérea,Paraguay,-1264
2025-06-01,Aérea,Uruguay,649
2025-06-01,Aérea,EE.UU. y Canadá,-49182
2025-06-01,Aérea,Resto de América,-57590
2025-06-01,Aérea,Europa,-66530
2025-06-01,Aérea,Resto del mundo,-121
2025-06-01,Fluvial/Marítima,Bolivia,-2919
2025-06-01,Fluvial/Marítima,Brasil,3228
2025-06-01,Fluvial/Marítima,Chile,694
2025-06-01,Fluvial/Marítima,Paraguay,-2404
2025-06-01,Fluvial/Marítima,Uruguay,-9222
2025-06-01,Fluvial/Marítima,EE.UU. y Canadá,2323
2025-06-01,Fluvial/Marítima,Resto de América,4640
2025-06-01,Fluvial/Marítima,Europa,2030
2025-06-01,Fluvial/Marítima,Resto del mundo,756
2025-06-01,Terrestre,Bolivia,-13588
2025-06-01,Terrestre,Brasil,-19493
2025-06-01,Terrestre,Chile,-56305
2025-06-01,Terrestre,Paraguay,-46753
2025-06-01,Terrestre,Uruguay,16821
2025-06-01,Terrestre,EE.UU. y Canadá,2284
2025-06-01,Terrestre,Resto de América,5204
2025-06-01,Terrestre,Europa,4736
2025-06-01,Terrestre,Resto del mundo,1173
2025-07-01,Aérea,Bolivia,-606
2025-07-01,Aérea,Brasil,1758
2025-07-01,Aérea,Chile,-20700
2025-07-01,Aérea,Paraguay,-25
2025-07-01,Aérea,Uruguay,3802
2025-07-01,Aérea,EE.UU. y Canadá,-39409
2025-07-01,Aérea,Resto de América,-60341
2025-07-01,Aérea,Europa,-69626
2025-07-01,Aérea,Resto del mundo,-225
2025-07-01,Fluvial/Marítima,Bolivia,-5672
2025-07-01,Fluvial/Marítima,Brasil,4401
2025-07-01,Fluvial/Marítima,Chile,772
2025-07-01,Fluvial/Marítima,Paraguay,-6556
2025-07-01,Fluvial/Marítima,Uruguay,-186
2025-07-01,Fluvial/Marítima,EE.UU. y Canadá,2448
2025-07-01,Fluvial/Marítima,Resto de América,6101
2025-07-01,Fluvial/Marítima,Europa,3077
2025-07-01,Fluvial/Marítima,Resto del mundo,732
2025-07-01,Terrestre,Bolivia,-29383
2025-07-01,Terrestre,Brasil,-54883
2025-07-01,Terrestre,Chile,-91602
2025-07-01,Terrestre,Paraguay,-77567
2025-07-01,Terrestre,Uruguay,19280
2025-07-01,Terrestre,EE.UU. y Canadá,2437
2025-07-01,Terrestre,Resto de América,6558
2025-07-01,Terrestre,Europa,8118
2025-07-01,Terrestre,Resto del mundo,1419
